"TOA5","Hangar","CR800","22390","CR800.Std.24","CPU:temp_rh_draft3.cr8","51088","Test2"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","Current","Tair","RelHum","Jct_T","Tdew","Peltier_status","Pump_status","fail_flag"
"TS","RN","","","A","deg C","percent","deg C","C","","",""
"","","Min","Smp","Smp","Avg","Smp","Smp","Smp","Smp","Smp","Smp"
"2024-07-28 21:20:00",0,12.22,25.22,0.632,25.62,41.47,12.48,12.28,1,1,0
"2024-07-28 21:25:00",1,11.85,25.34,-3.129,26.08,41.3,9.53,12.34,4,1,0
"2024-07-28 21:30:00",2,11.84,25.43,-3.06,26.19,38.94,9.11,10.99,7,1,0
"2024-07-28 21:35:00",3,12.22,25.58,-3.088,26.15,37.54,10.71,9.96,10,1,0
"2024-07-28 21:40:00",4,12.23,25.76,-3.102,26.05,36.75,12.29,10.58,13,1,0
"2024-07-28 21:45:00",5,12.2,25.89,-3.024,26.29,37.26,13.35,11.45,17,1,0
"2024-07-28 21:50:00",6,12.21,25.98,-3.102,26.65,36.89,13.27,10.93,20,1,0
"2024-07-28 21:55:00",7,11.83,26.04,-3.028,26.21,35.62,13.1,10.53,23,1,0
"2024-07-28 22:00:00",8,11.65,26.04,0.675,26.22,35.89,10.84,9.95,26,1,0
"2024-07-28 22:05:00",9,8.77,25.95,-3.037,25.8,36.58,9.62,10.02,29,1,0
"2024-07-28 22:10:00",10,11.73,25.89,-3.021,25.9,36.58,9.09,9.99,32,1,0
"2024-07-28 22:15:00",11,11.76,25.83,-3.088,25.73,36.75,11.1,9.73,35,1,0
"2024-07-28 22:20:00",12,12.1,25.79,0.952,25.69,36.99,13.51,9.74,39,1,0
"2024-07-28 22:25:00",13,12.16,25.79,0.811,25.5,37.36,11.08,9.98,42,1,0
"2024-07-28 22:30:00",14,11.69,25.83,0.729,25.63,37.3,11.11,9.98,45,1,0
"2024-07-28 22:35:00",15,12.26,25.85,0.726,25.25,36.82,11.19,9.85,3,1,0
"2024-07-28 22:40:00",16,11.94,25.92,-3.107,25.17,36.58,10.2,9.09,6,1,0
"2024-07-28 22:45:00",17,12.23,25.98,-2.988,25.31,36.41,9.53,9.14,9,1,0
"2024-07-28 22:50:00",18,12.25,26.07,-3.047,25.54,37.84,11.5,10.78,12,1,0
"2024-07-28 22:55:00",19,12.25,26.13,-3.052,25.91,36.27,12.51,10.56,15,1,0
"2024-07-28 23:00:00",20,12.25,26.19,0.938,26.09,36.13,13.47,10.32,19,1,0
"2024-07-28 23:45:00",21,12.29,25.79,0.584,26.3,44.62,13.1,13.83,1,1,0
"2024-07-28 23:50:00",22,12.28,25.79,-3.161,26.11,41.64,9.51,12.65,4,1,0
"2024-07-28 23:55:00",23,12.28,25.85,-3.157,25.97,38.91,11.97,11.01,7,1,0
"2024-07-29 00:00:00",24,12.27,25.95,0.845,26.14,38.15,13.36,10.96,11,1,0
"2024-07-29 00:05:00",25,12.27,26.13,-3.157,26.19,38.02,9.51,10.33,14,1,0
"2024-07-29 00:10:00",26,12.27,26.31,-3.111,26,37.88,11.77,11.85,17,1,0
"2024-07-29 00:15:00",27,12.27,26.53,0.775,26.77,35.55,13.5,8.19,21,1,0
"2024-07-29 00:20:00",28,12.27,26.68,-3.051,26.96,36.61,9.48,10.91,24,1,0
"2024-07-29 00:25:00",29,12.27,26.87,-3.101,27.01,34.8,11.75,8.07,27,1,0
"2024-07-29 00:30:00",30,12.27,27,0.733,27.12,35.89,13.53,9.04,31,1,0
"2024-07-29 00:35:00",31,12.26,27.12,-3.11,27.11,34.76,9.61,8.11,34,1,0
"2024-07-29 00:40:00",32,12.26,27.21,-3.124,27.07,35.2,11.72,11.18,37,1,0
"2024-07-29 00:45:00",33,12.26,27.34,0.787,27.19,34.96,13.74,8.52,41,1,0
"2024-07-29 00:50:00",34,12.26,27.4,-3.142,27.34,35.61,9.74,10.63,44,1,0
"2024-07-29 00:55:00",35,12.26,27.5,-3.105,27.52,35.1,11.76,11.1,47,1,0
"2024-07-29 01:00:00",36,12.26,27.56,0.726,27.52,34.89,13.71,8.94,51,1,0
"2024-07-29 01:05:00",37,12.26,27.63,-3.073,27.29,34.96,9.69,10.65,54,1,0
"2024-07-29 01:10:00",38,12.26,27.66,-3.114,27.32,36.43,11.8,11.45,57,1,0
"2024-07-29 01:15:00",39,12.26,27.69,0.786,27.37,34.51,13.73,10.82,61,1,0
"2024-07-29 01:20:00",40,12.26,27.72,-3.11,27.31,34.68,10.08,10.44,64,1,0
"2024-07-29 01:25:00",41,12.25,27.72,-3.023,27.46,34.45,9.4,10.31,67,1,0
"2024-07-29 01:30:00",42,12.25,27.72,-3.069,27.45,33.83,12.66,10.04,70,1,0
"2024-07-29 01:35:00",43,12.25,27.72,0.707,27.39,34.03,12.21,10.01,74,1,0
"2024-07-29 01:40:00",44,12.24,27.72,-3.128,27.49,34.07,9.82,9.28,77,1,0
"2024-07-29 01:45:00",45,12.24,27.72,-3.082,27.1,34.1,12.82,10.04,80,1,0
"2024-07-29 01:50:00",46,12.24,27.72,0.774,27.22,34.86,12.46,10.91,84,1,0
"2024-07-29 01:55:00",47,12.24,27.69,-3.087,27.39,35.03,9.85,10.98,87,1,0
"2024-07-29 02:00:00",48,12.22,27.69,-3.101,27.29,34.45,12.78,10.7,90,1,0
"2024-07-29 02:05:00",49,12.22,27.69,0.779,27.23,34.99,12.27,8.59,94,1,0
"2024-07-29 02:10:00",50,12.22,27.66,-3.069,27.19,35.27,9.73,11.14,97,1,0
"2024-07-29 02:15:00",51,12.16,27.63,-3.124,27.28,35.44,12.15,11.06,100,1,0
"2024-07-29 02:20:00",52,12.08,27.59,0.747,26.99,34.31,12.82,10.46,104,1,0
"2024-07-29 02:25:00",53,12.06,27.56,-3.064,26.77,35.95,9.52,11.16,107,1,0
"2024-07-29 02:30:00",54,12.18,27.53,-3.096,26.88,35.37,11.68,10.62,110,1,0
"2024-07-29 02:35:00",55,12.14,27.5,0.789,26.99,33.25,13.45,6.918,114,1,0
"2024-07-29 02:40:00",56,12.17,27.47,-3.073,26.48,35.23,9.76,10.77,117,1,0
"2024-07-29 02:45:00",57,12.17,27.47,-3.115,26.92,34.17,11.79,10.4,120,1,0
"2024-07-29 02:50:00",58,12.17,27.47,0.767,27.2,34.07,13.55,10.36,124,1,0
"2024-07-29 02:55:00",59,12.17,27.47,-3.073,27.01,33.63,9.55,7.232,127,1,0
"2024-07-29 03:00:00",60,12.17,27.47,-3.165,27.11,34.72,9.72,9.53,130,1,0
"2024-07-29 03:05:00",61,12.23,27.47,-3.142,27.42,33.9,10.74,10.04,133,1,0
"2024-07-29 03:10:00",62,12.23,27.5,-3.064,27.32,33.25,11.92,9.84,136,1,0
"2024-07-29 03:15:00",63,12.23,27.5,-3.124,27.38,33.28,12.83,9.83,139,1,0
"2024-07-29 03:20:00",64,12.2,27.5,0.717,27.42,33.9,12.35,10.52,143,1,0
"2024-07-29 03:25:00",65,12.19,27.5,-3.096,27.5,34.31,9.88,10.61,146,1,0
"2024-07-29 03:30:00",66,12.2,27.5,-3.075,27.35,33.49,12.66,9.83,149,1,0
"2024-07-29 03:35:00",67,12.21,27.47,0.757,27.26,34.21,12.84,9.91,153,1,0
"2024-07-29 03:40:00",68,12.21,27.44,0.709,27.1,34.58,11.71,10.55,156,1,0
"2024-07-29 03:45:00",69,12.21,27.4,-3.013,27.03,34.34,10.14,9.13,159,1,0
"2024-07-29 03:50:00",70,12.21,27.4,-3.101,27.11,34.65,12.55,10.31,162,1,0
"2024-07-29 03:55:00",71,12.21,27.37,0.739,26.95,36.7,12.94,11.08,166,1,0
"2024-07-29 04:00:00",72,12.21,27.37,-3.142,26.99,35.23,9.74,10.29,169,1,0
"2024-07-29 04:05:00",73,12.21,27.37,-3.119,26.84,33.59,11.58,7.126,172,1,0
"2024-07-29 04:10:00",74,12.21,27.34,0.939,26.94,35.81,13.47,10.72,176,1,0
"2024-07-29 04:15:00",75,12.21,27.31,0.797,26.84,34.51,13.56,9.83,179,1,0
"2024-07-29 04:20:00",76,12.2,27.28,-3.119,26.65,35.23,10.09,10.02,182,1,0
"2024-07-29 04:25:00",77,12.19,27.25,-3.096,26.84,36.16,9.71,11.07,185,1,0
"2024-07-29 04:30:00",78,12.19,27.25,-3.082,26.23,35.95,10.65,11.01,188,1,0
"2024-07-29 04:35:00",79,12.19,27.18,-2.995,26.43,33.97,11.04,7.048,191,1,0
"2024-07-29 04:40:00",80,12.16,27.15,-3.105,26.48,35.16,12.83,10.14,194,1,0
"2024-07-29 04:45:00",81,12.22,27.12,0.849,26.53,35.47,13.46,10.69,198,1,0
"2024-07-29 04:50:00",82,12.19,27.12,0.694,26.43,35.44,11.01,10.04,201,1,0
"2024-07-29 04:55:00",83,12.05,27.09,-3.101,26.25,35.2,9.65,10,204,1,0
"2024-07-29 05:00:00",84,11.97,27.03,-3.115,26.42,34.21,10.17,7.18,207,1,0
"2024-07-29 05:05:00",85,11.71,27.03,-3.092,26.45,34.58,10.58,9.68,210,1,0
"2024-07-29 05:10:00",86,12.13,27,-3.078,26.55,35.47,12.61,10.54,213,1,0
"2024-07-29 05:15:00",87,12.21,26.96,0.899,26.44,35.71,13.78,10.67,217,1,0
"2024-07-29 05:20:00",88,12.21,26.93,0.785,26.15,34.89,13.6,9.75,220,1,0
"2024-07-29 05:25:00",89,12.23,26.93,0.807,26.38,35.23,12.9,9.93,223,1,0
"2024-07-29 05:30:00",90,12.22,26.9,0.721,26.06,35.54,10.83,9.21,226,1,0
"2024-07-29 05:35:00",91,12.22,26.9,-3.087,25.95,34.75,9.76,7.444,229,1,0
"2024-07-29 05:40:00",92,12.24,26.84,-3.11,26.02,34.41,10.63,7.119,232,1,0
"2024-07-29 05:45:00",93,12.21,26.81,-3.055,25.92,35.13,12.03,9.01,235,1,0
"2024-07-29 05:50:00",94,12.16,26.84,-3.096,26.1,36.09,12.8,10.77,238,1,0
"2024-07-29 05:55:00",95,12.23,26.81,0.887,26.17,34.45,13.79,7.314,242,1,0
"2024-07-29 06:00:00",96,12.22,26.81,0.812,26.15,34.48,12.91,7.45,245,1,0
"2024-07-29 06:05:00",97,12.22,26.81,0.721,25.89,35.54,10.96,9.28,248,1,0
"2024-07-29 06:10:00",98,12.23,26.81,-3.05,26.1,34.62,9.78,7.299,251,1,0
"2024-07-29 06:15:00",99,12.22,26.81,-3.082,26.36,36.09,10.93,10.86,254,1,0
"2024-07-29 06:20:00",100,12.22,26.78,-3.059,25.97,35.78,12.18,10.55,257,1,0
"2024-07-29 06:25:00",101,12.21,26.74,-3.009,25.89,34.99,13.18,9.68,261,1,0
"2024-07-29 06:30:00",102,12.21,26.72,0.886,25.81,34.34,13.26,6.944,264,1,0
"2024-07-29 06:35:00",103,12.13,26.72,0.75,25.84,35.65,11.49,9.87,267,1,0
"2024-07-29 06:40:00",104,12.16,26.65,-3.05,25.76,35.41,9.58,9.01,270,1,0
"2024-07-29 06:45:00",105,12.22,26.62,-3.019,25.63,35.58,9.73,9.84,273,1,0
"2024-07-29 06:50:00",106,12.22,26.62,-3.138,25.63,34.72,10.45,7.227,276,1,0
"2024-07-29 06:55:00",107,12.21,26.62,-3.105,25.7,35.27,11.35,8.84,279,1,0
"2024-07-29 07:00:00",108,12.21,26.59,-3.124,25.6,34.25,12.68,6.997,282,1,0
"2024-07-29 07:05:00",109,12.2,26.56,0.877,25.7,35.1,13.45,8.77,286,1,0
"2024-07-29 07:10:00",110,12.2,26.53,0.864,25.79,35.44,12.82,9.64,289,1,0
"2024-07-29 07:15:00",111,12.2,26.5,0.747,25.8,35.68,10.69,9.77,292,1,0
"2024-07-29 07:20:00",112,12.2,26.5,-3.064,25.88,35.96,9.61,9.82,295,1,0
"2024-07-29 07:25:00",113,12.2,26.47,-3.014,25.87,36.06,9.83,9.87,298,1,0
"2024-07-29 07:30:00",114,12.19,26.47,-3.055,25.9,35.69,10.85,9.71,301,1,0
"2024-07-29 07:35:00",115,12.2,26.47,-3.046,25.93,35.48,12.26,8.91,304,1,0
"2024-07-29 07:40:00",116,12.21,26.47,-3.119,25.92,35.69,13.14,9.02,308,1,0
"2024-07-29 07:45:00",117,12.21,26.47,0.801,25.97,35.55,13.28,9,311,1,0
"2024-07-29 07:50:00",118,12.2,26.47,0.761,26.01,36.03,11.56,9.98,314,1,0
"2024-07-29 07:55:00",119,12.2,26.5,-3.143,25.85,36.03,9.9,9.22,317,1,0
"2024-07-29 08:00:00",120,12.22,26.5,-3.051,25.72,35.55,10.3,9.06,320,1,0
"2024-07-29 08:05:00",121,12.2,26.5,-3.12,25.94,35.28,11.58,8.97,323,1,0
"2024-07-29 08:10:00",122,12.05,26.53,-3.106,25.86,34.49,12.69,7.228,326,1,0
"2024-07-29 08:15:00",123,12.19,26.53,0.899,25.97,35.17,13.51,9.68,330,1,0
"2024-07-29 08:20:00",124,12.19,26.53,0.837,25.91,35.59,12.09,9.79,333,1,0
"2024-07-29 08:25:00",125,12.18,26.53,-3.051,25.97,35.69,10.05,9.84,336,1,0
"2024-07-29 08:30:00",126,12.16,26.5,-3.016,25.95,35.52,9.84,9.73,339,1,0
"2024-07-29 08:35:00",127,12.16,26.5,-3.078,25.97,35.48,10.91,8.97,342,1,0
"2024-07-29 08:40:00",128,12.21,26.5,-3.106,25.73,35.17,12.21,8.84,345,1,0
"2024-07-29 08:45:00",129,12.22,26.47,-3.087,25.71,35.35,13.2,8.91,349,1,0
"2024-07-29 08:50:00",130,12.2,26.47,0.866,25.77,34.59,13.15,7.12,352,1,0
"2024-07-29 08:55:00",131,12.18,26.44,0.835,25.76,35.45,12.33,8.83,355,1,0
"2024-07-29 09:00:00",132,12.19,26.44,-3.037,25.85,35.65,10.14,9.73,358,1,0
"2024-07-29 09:05:00",133,12.21,26.44,-3.106,25.75,35.69,9.87,9.77,361,1,0
"2024-07-29 09:10:00",134,12.19,26.41,-3.055,25.71,35.24,10.5,8.78,364,1,0
"2024-07-29 09:15:00",135,12.2,26.41,-3.097,25.84,35.31,11.37,9.56,367,1,0
"2024-07-29 09:20:00",136,12.2,26.41,-3.083,25.67,34.63,12.32,7.016,370,1,0
"2024-07-29 09:25:00",137,11.68,26.37,-3.014,25.97,35.31,13.32,9.68,374,1,0
"2024-07-29 09:30:00",138,11.97,26.37,0.914,25.8,35.41,13.51,9.63,377,1,0
"2024-07-29 09:35:00",139,12.2,26.37,0.804,25.86,35.65,12.78,9.76,380,1,0
"2024-07-29 09:40:00",140,12.17,26.34,0.797,25.92,35.86,11.66,9.73,383,1,0
"2024-07-29 09:45:00",141,12.2,26.37,-3.097,25.96,35.96,9.82,9.8,386,1,0
"2024-07-29 09:50:00",142,12.19,26.37,-3.016,26,36.13,10.15,9.75,389,1,0
"2024-07-29 09:55:00",143,12.16,26.37,-3.032,26.05,35.59,11.35,9.76,392,1,0
"2024-07-29 10:00:00",144,11.67,26.37,-3.042,26.08,35.38,12.69,9.62,395,1,0
"2024-07-29 10:05:00",145,12.1,26.37,0.896,26.05,35.76,13.45,9.78,399,1,0
"2024-07-29 10:10:00",146,12.19,26.37,0.822,26.02,35.89,12.18,9.95,402,1,0
"2024-07-29 10:15:00",147,12.2,26.37,-3.088,25.9,35.72,10.13,9.82,405,1,0
"2024-07-29 10:20:00",148,12.21,26.37,-3.092,25.77,35.89,9.89,9.83,408,1,0
"2024-07-29 10:25:00",149,12.21,26.37,-2.996,25.98,35.62,10.51,9.78,411,1,0
"2024-07-29 10:30:00",150,12.22,26.37,-3.106,25.8,35.41,11.36,8.91,414,1,0
"2024-07-29 10:35:00",151,12.22,26.34,-3.097,25.89,35.72,11.83,9.76,417,1,0
"2024-07-29 10:40:00",152,12.21,26.31,-3.056,25.92,35.69,12.57,9.6,420,1,0
"2024-07-29 10:45:00",153,12.2,26.31,-3.051,25.89,35.89,12.98,9.71,423,1,0
"2024-07-29 10:50:00",154,12.2,26.28,-3.037,25.87,36.41,13.33,9.74,427,1,0
"2024-07-29 10:55:00",155,12.2,26.25,1.007,25.86,36.27,13.58,9.72,430,1,0
"2024-07-29 11:00:00",156,12.19,26.25,0.922,25.86,36.48,13.37,9.89,433,1,0
"2024-07-29 11:05:00",157,12.18,26.22,0.902,25.88,36.48,13.11,9.89,436,1,0
"2024-07-29 11:10:00",158,12.18,26.19,0.78,25.89,36.68,12.7,10.1,439,1,0
"2024-07-29 11:15:00",159,12.18,26.19,0.834,25.93,36.75,12.33,10.06,442,1,0
"2024-07-29 11:20:00",160,12.18,26.22,0.778,25.96,37.09,11.04,10.14,445,1,0
"2024-07-29 11:25:00",161,12.19,26.22,-3.083,25.91,36.85,10.28,10.2,448,1,0
"2024-07-29 11:30:00",162,12.19,26.25,-3.042,26.02,37.02,9.3,10.17,451,1,0
"2024-07-29 11:35:00",163,12.16,26.31,0.811,26.13,36.58,10.41,10.26,454,1,0
"2024-07-29 11:40:00",164,12.18,26.37,0.802,26.24,36.3,12.44,10.09,457,1,0
"2024-07-29 11:45:00",165,12.16,26.47,0.729,26.31,36.13,10.98,10.17,460,1,0
"2024-07-29 11:50:00",166,12.19,26.56,-3.109,26.44,35.48,10,10.11,463,1,0
"2024-07-29 11:55:00",167,12.17,26.68,-3.097,26.3,34.94,10.06,9.28,466,1,0
"2024-07-29 12:00:00",168,12.14,26.84,-3.083,26.48,34.83,10.21,10.16,469,1,0
"2024-07-29 12:05:00",169,12.15,27,-3.097,26.46,34.04,10.57,9.28,472,1,0
"2024-07-29 12:10:00",170,12.14,27.21,-3.014,27.11,34.42,11.24,10.7,475,1,0
"2024-07-29 12:15:00",171,12.18,27.44,-3.101,27.5,34.21,12.22,11.2,478,1,0
"2024-07-29 12:20:00",172,12.18,27.66,0.837,27.83,33.22,13.57,10.55,482,1,0
"2024-07-29 12:25:00",173,12.18,27.91,0.773,28.35,33.28,13.21,11.08,485,1,0
"2024-07-29 12:30:00",174,12.17,28.2,0.743,28.51,33.08,11.65,10.69,488,1,0
"2024-07-29 12:35:00",175,12.16,28.49,0.718,28.71,32.5,10.81,10.51,491,1,0
"2024-07-29 12:40:00",176,12.17,28.72,-3.11,28.8,32.12,10.2,10.54,494,1,0
"2024-07-29 12:45:00",177,12.17,29.02,-3.11,29,31.06,11.87,10.31,497,1,0
"2024-07-29 12:50:00",178,12.14,29.32,-3.117,29.33,31.57,12.13,11.5,500,1,0
"2024-07-29 12:55:00",179,12.13,29.58,-3.096,29.45,30.24,13.17,10.44,504,1,0
"2024-07-29 13:00:00",180,12.13,29.92,0.744,29.86,29.55,13.58,10.77,507,1,0
"2024-07-29 13:05:00",181,12.14,30.22,0.659,30.4,30.07,12.34,11.32,510,1,0
"2024-07-29 13:10:00",182,12.14,30.5,0.592,30.46,29.76,10.81,10.78,513,1,0
"2024-07-29 13:15:00",183,12.09,30.78,-3.124,30.88,29.31,10.08,10.58,516,1,0
"2024-07-29 13:20:00",184,12.1,31.02,-3.17,31.05,29.04,11.2,11.38,519,1,0
"2024-07-29 13:25:00",185,12.14,31.26,-3.167,31.08,28.32,12.79,10.36,522,1,0
"2024-07-29 13:30:00",186,12.14,31.51,0.722,31.2,28.25,14.06,10.79,526,1,0
"2024-07-29 13:35:00",187,12.11,31.76,0.628,31.22,28.35,12.25,10.99,529,1,0
"2024-07-29 13:40:00",188,12.14,31.97,-3.16,31.4,28.18,10.23,10.86,532,1,0
"2024-07-29 13:45:00",189,12.13,32.15,-3.174,31.45,27.87,10.25,10.58,535,1,0
"2024-07-29 13:50:00",190,12.13,32.37,-3.174,31.51,27.43,11.74,10.4,538,1,0
"2024-07-29 13:55:00",191,12.13,32.59,-3.146,31.7,27.22,11.94,10.49,541,1,0
"2024-07-29 14:00:00",192,12.13,32.84,0.605,32.04,27.22,13.56,11.39,545,1,0
"2024-07-29 14:05:00",193,12.14,33.06,0.526,32.39,26.98,12.21,11.45,548,1,0
"2024-07-29 14:10:00",194,12.12,33.32,-3.16,32.09,26.33,10.32,9.78,551,1,0
"2024-07-29 14:15:00",195,12.15,33.59,-3.168,32.43,25.68,11.72,9.55,554,1,0
"2024-07-29 14:20:00",196,12.15,33.81,-3.206,32.89,25.51,13.14,10.2,558,1,0
"2024-07-29 14:25:00",197,12.16,34,0.604,32.91,26.47,13.76,11.76,561,1,0
"2024-07-29 14:30:00",198,12.15,34.23,0.556,33.09,25.17,12.8,10.52,564,1,0
"2024-07-29 14:35:00",199,12.15,34.46,0.525,33.23,25.82,11.4,11.62,567,1,0
"2024-07-29 14:40:00",200,12.14,34.65,-3.251,33.49,24.96,10.52,9.79,570,1,0
"2024-07-29 14:45:00",201,12.15,34.88,-3.206,33.75,24.45,11.29,10.71,573,1,0
"2024-07-29 14:50:00",202,12.17,35.08,-3.183,33.78,23.9,12.77,10.29,576,1,0
"2024-07-29 14:55:00",203,12.15,35.36,0.641,33.98,23.97,13.84,10.24,580,1,0
"2024-07-29 15:00:00",204,12.14,35.56,0.493,34.02,23.76,13.47,11.05,583,1,0
"2024-07-29 15:05:00",205,12.16,35.8,0.432,34.17,23.52,12.72,10.5,586,1,0
"2024-07-29 15:10:00",206,12.14,36.04,0.361,34.25,23.42,11.27,10.6,589,1,0
"2024-07-29 15:15:00",207,12.13,36.24,-3.261,34.44,22.91,10.22,10.44,592,1,0
"2024-07-29 15:20:00",208,12.14,36.44,-3.274,34.43,22.53,10.36,10.33,595,1,0
"2024-07-29 15:25:00",209,12.13,36.69,-3.21,34.63,22.15,11.81,9.32,598,1,0
"2024-07-29 15:30:00",210,12.11,36.9,0.6,34.68,21.44,13.65,10.32,602,1,0
"2024-07-29 15:35:00",211,12.14,37.1,0.421,35.03,21.81,13.79,10.27,605,1,0
"2024-07-29 15:40:00",212,12.15,37.31,0.399,35.03,22.02,12.74,9.65,608,1,0
"2024-07-29 15:45:00",213,12.15,37.48,0.321,35.49,22.02,11.9,9.76,611,1,0
"2024-07-29 15:50:00",214,12.15,37.65,"NAN",35.53,21.78,11.42,9.77,614,1,0
"2024-07-29 15:55:00",215,12.15,37.86,0.378,35.89,21.61,11,8.1,617,1,0
"2024-07-29 16:00:00",216,12.13,38.03,-3.274,36.05,21.71,10.52,11.38,620,1,0
"2024-07-29 16:05:00",217,12.14,38.16,-3.261,36.31,21.54,10.36,11.38,623,1,0
"2024-07-29 16:10:00",218,12.14,38.29,-3.238,36.49,21.54,10.44,11.04,626,1,0
"2024-07-29 16:15:00",219,12,38.42,-3.238,36.58,21.4,10.5,11.08,629,1,0
"2024-07-29 16:20:00",220,12.03,38.51,0.235,36.66,21.09,10.56,10.98,632,1,0
"2024-07-29 16:25:00",221,12.14,38.64,-3.302,36.8,20.75,10.36,10.9,635,1,0
"2024-07-29 16:30:00",222,12.18,38.82,-3.293,37.03,20.34,10.57,10.74,638,1,0
"2024-07-29 16:35:00",223,12.12,38.99,-3.307,37.18,19.93,10.56,10.32,641,1,0
"2024-07-29 16:40:00",224,12.12,39.13,-3.297,37.39,19.62,11.11,10.23,644,1,0
"2024-07-29 16:45:00",225,12.1,39.3,-3.352,37.43,19.18,13.2,10.02,648,1,0
"2024-07-29 16:50:00",226,12.14,39.44,"NAN",37.55,19.14,14.48,10.08,651,1,0
"2024-07-29 16:55:00",227,12.15,39.53,"NAN",37.53,19.07,13.84,10.08,654,1,0
"2024-07-29 17:00:00",228,12.14,39.53,0.302,37.49,19.14,14.21,10.15,657,1,0
"2024-07-29 17:05:00",229,12.14,39.44,0.343,37.44,19.07,14.08,9.93,660,1,0
"2024-07-29 17:10:00",230,12.11,39.39,"NAN",37.5,19.24,14.23,9.96,663,1,0
"2024-07-29 17:15:00",231,12.07,39.44,0.271,37.33,19.59,13.8,10.58,666,1,0
"2024-07-29 17:20:00",232,12.06,39.53,0.32,37.52,19.24,12.99,10.45,669,1,0
"2024-07-29 17:25:00",233,12.07,39.66,0.224,37.54,18.97,12.16,10.08,672,1,0
"2024-07-29 17:30:00",234,12.17,39.8,0.217,37.46,19.07,11.44,10.21,675,1,0
"2024-07-29 17:35:00",235,12.17,39.85,-3.251,37.6,18.83,10.62,9.91,678,1,0
"2024-07-29 17:40:00",236,12.19,39.85,-3.293,37.48,18.39,11.27,9.78,681,1,0
"2024-07-29 17:45:00",237,12.19,39.85,-3.316,37.46,18.49,13.15,9.55,685,1,0
"2024-07-29 17:50:00",238,12.2,39.8,0.4,37.65,18.94,14.25,10.54,688,1,0
"2024-07-29 17:55:00",239,12.2,39.8,0.313,37.43,18.39,13.46,9.66,691,1,0
"2024-07-29 18:00:00",240,12.2,39.89,"NAN",37.56,18.46,13.59,9.78,694,1,0
"2024-07-29 18:05:00",241,12.2,39.94,0.275,37.72,18.32,13.12,9.75,697,1,0
"2024-07-29 18:10:00",242,12.2,40.03,0.253,37.79,18.22,13.22,8.89,700,1,0
"2024-07-29 18:15:00",243,12.2,40.07,0.296,37.83,18.01,13.25,9.74,703,1,0
"2024-07-29 18:20:00",244,12.2,40.12,0.281,38.12,17.84,13.2,9.66,706,1,0
"2024-07-29 18:25:00",245,12.2,40.16,0.223,38.33,17.81,13.09,8.8,709,1,0
"2024-07-29 18:30:00",246,12.2,40.26,"NAN",38.58,17.91,13.19,10.21,712,1,0
"2024-07-29 18:35:00",247,12.21,40.3,"NAN",38.62,17.6,13.21,8.66,715,1,0
"2024-07-29 18:40:00",248,12.21,40.35,0.228,38.36,17.57,13.3,8.74,718,1,0
"2024-07-29 18:45:00",249,12.21,40.44,0.235,38.37,16.58,13.98,9.27,721,1,0
"2024-07-29 18:50:00",250,12.21,40.49,0.252,38.55,17.26,14.35,9.82,724,1,0
"2024-07-29 18:55:00",251,12.21,40.44,0.274,38.43,17.09,14.08,8.5,727,1,0
"2024-07-29 19:00:00",252,12.21,40.35,0.371,38.46,17.23,14.23,9.71,730,1,0
"2024-07-29 19:05:00",253,12.22,40.16,0.293,38.3,18.05,14.09,10.18,733,1,0
"2024-07-29 19:10:00",254,12.21,39.89,0.396,38.26,17.5,14.39,9.34,736,1,0
"2024-07-29 19:15:00",255,12.21,39.62,0.342,37.75,18.05,14.34,9.58,739,1,0
"2024-07-29 19:20:00",256,12.21,39.3,0.375,37.16,18.63,14.13,7.701,742,1,0
"2024-07-29 19:25:00",257,12.21,38.99,0.439,36.32,18.56,13.66,8.95,745,1,0
"2024-07-29 19:30:00",258,12.21,38.64,0.32,36.25,19.31,12.87,8.51,748,1,0
"2024-07-29 19:35:00",259,12.21,38.38,"NAN",36.28,19.42,12.36,9.34,751,1,0
"2024-07-29 19:40:00",260,12.22,38.29,"NAN",36.19,19.62,12.75,9.39,754,1,0
"2024-07-29 19:45:00",261,12.22,38.29,0.273,36.37,19.35,12.05,9.35,757,1,0
"2024-07-29 19:50:00",262,12.22,38.42,0.245,36.44,19.08,11.4,9.42,760,1,0
"2024-07-29 19:55:00",263,12.23,38.55,0.216,36.52,18.77,11.09,8.65,763,1,0
"2024-07-29 20:00:00",264,12.23,38.73,"NAN",36.78,18.43,11.04,8.66,766,1,0
"2024-07-29 20:05:00",265,12.23,38.9,0.165,37.25,18.15,11.31,8.71,769,1,0
"2024-07-29 20:10:00",266,12.23,39.04,0.192,37.99,18.02,11.76,8.82,772,1,0
"2024-07-29 20:15:00",267,12.23,39.17,0.187,38.33,17.85,12,10.08,775,1,0
"2024-07-29 20:20:00",268,12.23,39.3,0.167,38.31,16.82,12.41,9.38,778,1,0
"2024-07-29 20:25:00",269,12.23,39.48,0.238,38.38,16.58,13.36,9.22,781,1,0
"2024-07-29 20:30:00",270,12.22,39.62,0.231,38.38,16.99,14.36,9.18,784,1,0
"2024-07-29 20:35:00",271,12.22,39.75,"NAN",38.65,17.71,14.02,10.56,787,1,0
"2024-07-29 20:40:00",272,12.22,39.89,-3.343,38.58,16.58,12.58,8.98,789,1,0
